sirop1L;0,01;2390;0,01;2390

SODA
coca;343;187;257;187
cocaSS;0;0;0;0
sprite;205;189;164;189
spriteP;79,14;109;78,17;109
tonic;72;190;58;190

VERRECASSE
verreBW;0;0;0;0
verreCV;0;0;0;0

VINBLANC
baumeB;3;4500;3;4500
chastSauvB;2;3908;1;3908
chretBM;5;3325;4;3325
cotLayon;0;0;0;0
granitierBM;0;0;0;0
haussB;3;4587;2;4587
luisEsB;0;0;0;0
marBernB;0;0;0;0
marsanB;3;5167;3;5167
messidor;1;5917;0;5917
monbazB;3;5500;3;5500
muscadetAntique;0;0;0;0
premius;0;0;0;0
rocheMazB;0;0;0;0
taraniB;0;0;0;0
taraniBM;2;3753;1;3753

VINMOUSSEUX
celeneCRBrut;0;0;0;0
coolR;0;0;0;0
cremAlsM;8,86;7031;7,86;7031
jourSpB;0;0;0;0
jourSpRo;2;2833;1;2833
jpB;24;3929;22;3929
jpRo;2;3709;2;3709
jpRo1.5;0;0;0;0
martiPeRo;2;5400;2;5400
musca;0;0;0;0
prosecco;0;0;0;0

VINROSÉ
bePink;0;0;0;0
calend;0;0;0;0
chastSyRo;0;0;0;0
haussSyRo;2;2965;2;2965
monsBordRo;1;5250;1;5250
rocheMazRo;0;0;0;0
taraniRo;7;3551;7;3551

VINROUGE
alexanderGreat;2;3667;1;3667
armEmil;0;0;0;0
balast;3;3500;3;3500
baumeR;0;0;0;0
bordEru;3;9200;3;9200
bouey;4;9000;3;9000
cadiot;2;6917;2;6917
calvetRes;3;6300;3;6300
carilloR;0;0;0;0
chastMerl;1;3040;1;3040
chastR;0;0;0;0
chatBelAir;0;0;0;0
chatCol;1;4500;1;4500
chatFer;0;0;0;0
chatFerboy;0;0;0;0
chatGrandJardin;0;0;0;0
chatHautRoulet;0;0;0;0
chatMarl;9;3300;8;3300
chatMartin;0;0;0;0
chatMoinesMen;3;3750;2;3750
chateauLary;0;0;0;0
chevalierLand;13;4845;11;4845
chretMerl;3;3585;3;3585
chretR;94,5;3658;77,75;3658
fiolePap;1;17808;1;17808
gPalais;3;6500;3;6500
gPuch;3;6500;3;6500
grandNoir;3;6500;3;6500
hMedoc;0;0;0;0
haussCabS;3;3583;2;3583
haussCabSauv;1;2965;1;2965
haussMerl;2;4267;2;4267
haussR;0;0;0;0
leBellevue;0;0;0;0
loireMarchaisCa;0;0;0;0
luisEsR;0;0;0;0
magnumRempVir;0;0;0;0
malesan;3;3500;3;3500
marBois;0;0;0;0
marsanR;0;0;0;0
mazMerl;0;0;0;0
mazSauv;0;0;0;0
monsBord;0;0;0;0
monsBordSup;2;6675;1;6675
moutCadNor;0;0;0;0
moutCadRes;3;10917;3;10917
noirMerl;2;6500;1;6500
oustric;1;5000;1;5000
picnicR;0;0;0;0
puissantEleg;3;3183;2;3183
rempVirou;0;0;0;0
rocheMazR;8;2972;8;2972
sagesse;0;0;0;0
seigneurieEnclo;1;5917;1;5917
taraniR;20;3610;15;3610

WHISKY
aber;3;22000;3;22000
ben;0;0;0;0
blackLab;2,96;14950;2,96;14950
blackLab1;0;0;0;0
cardhu;1;21120;1;21120
chivas12;28;13123;22,92;13123
chivas12-1;1,22;17389;1,22;17389
chivas18;0;0;0;0
chivas18-1;3;43000;3;43000
chivasEx;3;27000;3;27000
dimple;0;0;0;0
doubleB1;0;0;0;0
doubleBlack;2;29700;2;29700
glenB12;12,76;18721;12,76;18721
glenB12L;3;35000;3;35000
glenRo15;1;18000;1;18000
glenRo18;4;32942;4;32942
glenlivet;3;50000;3;50000
goldBar;0;0;0;0
goldLab;3;34825;3;34825
jack;14,08;10982;11;10982
jack1;1;16500;1;16500
jackBar;11;10833;11;10833
jackGent;0;0;0;0
jackHo;9;12760;7;12760
jackSilv;0;0;0;0
jb;0,84;6570;0,84;6570
jbRes;2;20000;2;20000
redLab70;0;0;0;0
redLab75;15,08;5742;12,08;5742
single;0;0;0;0
will;22,53;5456;21,53;5456

ÉNERGÉTIQUE
atomic;0;0;0;0
blackColaEnergy;0;0;0;0
power;0;0;0;0
redBull;2;623;1;623
rox;55;486;39;486
speedEnergy;32;312;23,5;312
xxl;146;399;113;399
